timestamp,price
2020-01-01,7195.15
2020-01-02,7193.75
2020-01-03,6963.85
2020-01-04,7300.35
2020-01-05,7351.38
2020-01-06,7349.97
2020-01-07,7734.68
2020-01-08,8147.42
2020-01-09,8045.79
2020-01-10,7832.8
2020-01-11,8180.51
2020-01-12,8012.09
2020-01-13,8171.4
2020-01-14,8110.65
2020-01-15,8801.87
2020-01-16,8820.85
2020-01-17,8720.92
2020-01-18,8902.57
2020-01-19,8906.9
2020-01-20,8690.38
2020-01-21,8631.25
2020-01-22,8724.82
2020-01-23,8665.44
2020-01-24,8415.96
2020-01-25,8432.1
2020-01-26,8348.67
2020-01-27,8595.73
2020-01-28,8879.34
2020-01-29,9320.81
2020-01-30,9276.89
2020-01-31,9509.81
2020-02-01,9308.06
2020-02-02,9363.22
2020-02-03,9338.42
2020-02-04,9308.91
2020-02-05,9179.96
2020-02-06,9592.18
2020-02-07,9744.64
2020-02-08,9799.45
2020-02-09,9890.7
2020-02-10,10148.38
2020-02-11,9890.12
2020-02-12,10226.93
2020-02-13,10328.9
2020-02-14,10221.26
2020-02-15,10320.16
2020-02-16,9894.14
2020-02-17,9943.67
2020-02-18,9723.61
2020-02-19,10133.82
2020-02-20,9618.41
2020-02-21,9608.17
2020-02-22,9673.01
2020-02-23,9658.61
2020-02-24,9946.72
2020-02-25,9670.96
2020-02-26,9345.34
2020-02-27,8801.66
2020-02-28,8781.18
2020-02-29,8717.33
2020-03-01,8552.99
2020-03-02,8567.8
2020-03-03,8905.88
2020-03-04,8756.72
2020-03-05,8758.65
2020-03-06,9038.87
2020-03-07,9135.85
2020-03-08,8902.2
2020-03-09,8041.37
2020-03-10,7921.33
2020-03-11,7906.73
2020-03-12,7935.52
2020-03-13,5142.99
2020-03-14,5542.82
2020-03-15,5214.19
2020-03-16,5397.93
2020-03-17,5032.5
2020-03-18,5389.42
2020-03-19,5376.28
2020-03-20,6170.2
2020-03-21,6195.6
2020-03-22,6145.77
2020-03-23,5859.65
2020-03-24,6456.35
2020-03-25,6730.17
2020-03-26,6695.9
2020-03-27,6765.56
2020-03-28,6397.83
2020-03-29,6255.0
2020-03-30,5915.34
2020-03-31,6403.14
2020-04-01,6421.71
2020-04-02,6640.8
2020-04-03,6807.9
2020-04-04,6732.85
2020-04-05,6859.42
2020-04-06,6788.05
2020-04-07,7297.64
2020-04-08,7196.78
2020-04-09,7342.29
2020-04-10,7294.49
2020-04-11,6864.69
2020-04-12,6878.78
2020-04-13,6913.16
2020-04-14,6857.54
2020-04-15,6860.18
2020-04-16,6629.43
2020-04-17,7059.93
2020-04-18,7035.26
2020-04-19,7242.51
2020-04-20,7127.51
2020-04-21,6856.46
2020-04-22,6842.04
2020-04-23,7110.0
2020-04-24,7382.79
2020-04-25,7495.39
2020-04-26,7538.56
2020-04-27,7683.87
2020-04-28,7774.28
2020-04-29,7758.23
2020-04-30,8744.43
2020-05-01,8610.64
2020-05-02,8824.82
2020-05-03,8966.31
2020-05-04,8888.67
2020-05-05,8884.41
2020-05-06,9003.24
2020-05-07,9144.69
2020-05-08,9959.17
2020-05-09,9821.81
2020-05-10,9566.78
2020-05-11,8752.62
2020-05-12,8604.75
2020-05-13,8788.47
2020-05-14,9283.09
2020-05-15,9796.49
2020-05-16,9309.3
2020-05-17,9375.3
2020-05-18,9666.33
2020-05-19,9708.44
2020-05-20,9760.2
2020-05-21,9526.51
2020-05-22,9059.96
2020-05-23,9131.77
2020-05-24,9170.36
2020-05-25,8731.85
2020-05-26,8883.69
2020-05-27,8839.13
2020-05-28,9174.12
2020-05-29,9546.05
2020-05-30,9427.12
2020-05-31,9662.71
2020-06-01,9466.96
2020-06-02,10167.93
2020-06-03,9515.24
2020-06-04,9645.23
2020-06-05,9776.2
2020-06-06,9636.97
2020-06-07,9662.86
2020-06-08,9738.6
2020-06-09,9773.03
2020-06-10,9767.01
2020-06-11,9874.9
2020-06-12,9326.0
2020-06-13,9469.53
2020-06-14,9469.47
2020-06-15,9345.96
2020-06-16,9431.72
2020-06-17,9524.93
2020-06-18,9463.36
2020-06-19,9399.77
2020-06-20,9312.78
2020-06-21,9360.25
2020-06-22,9298.36
2020-06-23,9678.68
2020-06-24,9624.68
2020-06-25,9288.06
2020-06-26,9258.67
2020-06-27,9166.49
2020-06-28,9013.91
2020-06-29,9139.9
2020-06-30,9185.17
2020-07-01,9149.72
2020-07-02,9230.67
2020-07-03,9094.32
2020-07-04,9071.39
2020-07-05,9132.91
2020-07-06,9087.41
2020-07-07,9342.38
2020-07-08,9253.63
2020-07-09,9432.17
2020-07-10,9235.72
2020-07-11,9282.91
2020-07-12,9234.31
2020-07-13,9297.48
2020-07-14,9240.76
2020-07-15,9247.06
2020-07-16,9203.37
2020-07-17,9136.48
2020-07-18,9156.28
2020-07-19,9168.4
2020-07-20,9202.62
2020-07-21,9163.16
2020-07-22,9384.38
2020-07-23,9514.3
2020-07-24,9589.82
2020-07-25,9535.94
2020-07-26,9691.83
2020-07-27,9925.75
2020-07-28,10962.26
2020-07-29,10904.92
2020-07-30,11093.61
2020-07-31,11116.31
2020-08-01,11325.55
2020-08-02,11812.09
2020-08-03,11066.31
2020-08-04,11230.91
2020-08-05,11181.92
2020-08-06,11719.26
2020-08-07,11768.13
2020-08-08,11571.49
2020-08-09,11739.13
2020-08-10,11682.85
2020-08-11,11862.94
2020-08-12,11398.67
2020-08-13,11579.87
2020-08-14,11817.16
2020-08-15,11777.39
2020-08-16,11864.91
2020-08-17,11901.78
2020-08-18,12272.47
2020-08-19,11949.61
2020-08-20,11733.28
2020-08-21,11861.84
2020-08-22,11515.12
2020-08-23,11676.39
2020-08-24,11647.93
2020-08-25,11758.83
2020-08-26,11350.75
2020-08-27,11465.0
2020-08-28,11300.4
2020-08-29,11519.12
2020-08-30,11481.48
2020-08-31,11701.0
2020-09-01,11672.32
2020-09-02,11895.23
2020-09-03,11418.25
2020-09-04,10197.46
2020-09-05,10484.47
2020-09-06,10177.79
2020-09-07,10260.02
2020-09-08,10359.45
2020-09-09,10125.01
2020-09-10,10230.15
2020-09-11,10342.16
2020-09-12,10378.22
2020-09-13,10439.38
2020-09-14,10328.87
2020-09-15,10661.1
2020-09-16,10787.58
2020-09-17,10952.25
2020-09-18,10938.0
2020-09-19,10927.15
2020-09-20,11084.0
2020-09-21,10923.33
2020-09-22,10439.52
2020-09-23,10527.59
2020-09-24,10223.78
2020-09-25,10726.53
2020-09-26,10681.99
2020-09-27,10743.19
2020-09-28,10765.3
2020-09-29,10672.03
2020-09-30,10837.52
2020-10-01,10770.88
2020-10-02,10627.98
2020-10-03,10572.67
2020-10-04,10546.66
2020-10-05,10670.7
2020-10-06,10784.95
2020-10-07,10605.96
2020-10-08,10668.01
2020-10-09,10888.67
2020-10-10,11063.25
2020-10-11,11286.54
2020-10-12,11377.81
2020-10-13,11543.18
2020-10-14,11426.11
2020-10-15,11435.57
2020-10-16,11495.58
2020-10-17,11319.1
2020-10-18,11365.81
2020-10-19,11495.9
2020-10-20,11752.15
2020-10-21,11908.71
2020-10-22,12806.44
2020-10-23,12951.04
2020-10-24,12928.07
2020-10-25,13106.05
2020-10-26,13021.41
2020-10-27,13060.79
2020-10-28,13655.19
2020-10-29,13283.0
2020-10-30,13441.88
2020-10-31,13537.17
2020-11-01,13778.64
2020-11-02,13720.36
2020-11-03,13558.36
2020-11-04,13989.98
2020-11-05,14101.72
2020-11-06,15553.33
2020-11-07,15548.31
2020-11-08,14818.46
2020-11-09,15496.32
2020-11-10,15335.34
2020-11-11,15278.71
2020-11-12,15686.91
2020-11-13,16265.15
2020-11-14,16326.81
2020-11-15,16095.56
2020-11-16,15984.67
2020-11-17,16714.4
2020-11-18,17651.82
2020-11-19,17829.93
2020-11-20,17819.76
2020-11-21,18628.81
2020-11-22,18689.53
2020-11-23,18390.61
2020-11-24,18360.69
2020-11-25,19091.52
2020-11-26,18753.29
2020-11-27,17138.03
2020-11-28,17140.28
2020-11-29,17718.97
2020-11-30,18169.95
2020-12-01,19609.52
2020-12-02,18857.42
2020-12-03,19208.4
2020-12-04,19435.2
2020-12-05,18711.23
2020-12-06,19139.11
2020-12-07,19325.55
2020-12-08,19198.81
2020-12-09,18336.51
2020-12-10,18564.99
2020-12-11,18262.06
2020-12-12,18058.03
2020-12-13,18807.1
2020-12-14,19151.13
2020-12-15,19259.97
2020-12-16,19432.36
2020-12-17,21317.66
2020-12-18,22805.66
2020-12-19,23120.57
2020-12-20,23863.85
2020-12-21,23518.32
2020-12-22,22840.99
2020-12-23,23794.79
2020-12-24,23308.13
2020-12-25,23760.29
2020-12-26,24671.11
2020-12-27,26476.13
2020-12-28,26423.23
2020-12-29,27125.38
2020-12-30,27424.54
2020-12-31,28837.29
